abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"Niels Henrik David Bohr (Danish: [nels ˈb̥oɐ̯ˀ]; 7 October 1885 – 18 November 1962) was a Danish physicist who made foundational contributions to understanding atomic structure and quantum theory, for which he received the Nobel Prize in Physics in 1922. Bohr was also a philosopher and a promoter of scientific research. Bohr developed the Bohr model of the atom, in which he proposed that energy levels of electrons are discrete and that the electrons revolve in stable orbits around the atomic nucleus but can jump from one energy level (or orbit) to another. Although the Bohr model has been supplanted by other models, its underlying principles remain valid. He conceived the principle of complementarity: that items could be separately analysed in terms of contradictory properties, like behaving as a wave or a stream of particles. The notion of complementarity dominated Bohr's thinking in both science and philosophy. Bohr founded the Institute of Theoretical Physics at the University of Copenhagen, now known as the Niels Bohr Institute, which opened in 1920. Bohr mentored and collaborated with physicists including Hans Kramers, Oskar Klein, George de Hevesy and Werner Heisenberg. He predicted the existence of a new zirconium-like element, which was named hafnium, after the Latin name for Copenhagen, where it was discovered. Later, the element bohrium was named after him. During the 1930s, Bohr helped refugees from Nazism. After Denmark was occupied by the Germans, he had a famous meeting with Heisenberg, who had become the head of the German nuclear weapon project. In September 1943, word reached Bohr that he was about to be arrested by the Germans, and he fled to Sweden. From there, he was flown to Britain, where he joined the British Tube Alloys nuclear weapons project, and was part of the British mission to the Manhattan Project. After the war, Bohr called for international cooperation on nuclear energy. He was involved with the establishment of CERN and the Research Establishment Risø of the Danish Atomic Energy Commission, and became the first chairman of the Nordic Institute for Theoretical Physics in 1957.",Ernest Rutherford|J. J. Thomson,"Trinity College, Cambridge|University of Copenhagen",Atoms for Peace Award|Copley Medal|Franklin Medal|Hughes Medal|Matteucci Medal|Max Planck Medal|Nobel Prize in Physics|Order of the Elephant|Royal Society|Sonning Prize,1885-10-07,Niels Henrik David Bohr,Copenhagen,"1885 births|1962 deaths|20th-century physicists|Academics of the Victoria University of Manchester|Akademisk Boldklub players|Alumni of Trinity College, Cambridge|Atoms for Peace Award recipients|Bohr family|Corresponding Members of the Russian Academy of Sciences (1917–25)|Corresponding Members of the USSR Academy of Sciences|Danish atheists|Danish expatriates in England|Danish expatriates in the United States|Danish footballers|Danish Lutherans|Danish Nobel laureates|Danish nuclear physicists|Danish people of Jewish descent|Danish people of World War II|Danish philosophers|Danish physicists|Faraday Lecturers|Fellows of the German Academy of Sciences Leopoldina|Foreign Fellows of the Indian National Science Academy|Foreign Members of the Royal Society|Grand Crosses of the Order of the Dannebrog|Honorary Members of the USSR Academy of Sciences|Institute for Advanced Study visiting scholars|Manhattan Project people|Members of the Pontifical Academy of Sciences|Members of the Prussian Academy of Sciences|Members of the Royal Netherlands Academy of Arts and Sciences|Niels Bohr|Niels Bohr International Gold Medal recipients|Nobel laureates in Physics|People associated with CERN|Philosophers of science|Quantum physicists|Recipients of the Copley Medal|Recipients of the Pour le Mérite (civil class)|Scientists from Copenhagen|Theoretical physicists|University of Copenhagen alumni|Winners of the Max Planck Medal",Aage Bohr|Ernest Bohr|four others,,"Niels Henrik David Bohr (Danish: [nels ˈb̥oɐ̯ˀ]; 7 October 1885 – 18 November 1962) was a Danish physicist who made foundational contributions to understanding atomic structure and quantum theory, for which he received the Nobel Prize in Physics in 1922. Bohr was also a philosopher and a promoter of scientific research.",1962-11-18,Copenhagen,Danish physicist and receiver of a 1922 Nobel Prize,Christian Christiansen,Hans Kramers,Physics,Niels Bohr,male,Niels,Bengt Strömgren|Jack Abbott (author)|Lise Meitner|Max Delbrück|Menas Kafatos|Paul Dirac|Werner Heisenberg|Wolfgang Pauli,,http://en.wikipedia.org/wiki/Niels_Bohr,Atomic orbital|BKS theory|Bohr magneton|Bohr model|Bohr radius|Bohr–Einstein debates|Bohr–van Leeuwen theorem|Complementarity (physics)|Copenhagen interpretation|Hafnium|Old quantum theory,Niels Bohr,Danish,Lev Landau,,,http://dbpedia.org/resource/Niels_Bohr,Niels Bohr Signature.svg,http://dbpedia.org/data/Niels_Bohr.json,Margrethe Nørlund,Bohr,,Studier over Metallernes Elektrontheori,http://www.sciencedirect.com/science/article/pii/S187605030870015X,May 1911,http://commons.wikimedia.org/wiki/Special:FilePath/Niels_Bohr.jpg?width=300,http://en.wikipedia.org/wiki/Niels_Bohr?oldid=737858422,21210,737858422,University of Cambridge|University of Copenhagen|Victoria University of Manchester
"Ahmet Nihat Berker (born 20 September 1949 in Istanbul), is a Turkish scientist, theoretical chemist, physicist and emeritus professor of physics at MIT. Currently, he is the president of the Sabancı University in Turkey. He is the son of a notable scientist and engineer Ratip Berker, who was deceased on October 17, 1997. His wife, Bedia Erim Berker is a professor of chemistry at Istanbul Technical University, and one of his sons, Selim Berker is a professor of epistemology in the department of philosophy at Harvard University. His younger son, Ratip Emin Berker, is a student at Robert College in Istanbul.",,Massachusetts Institute of Technology,Academia Europaea|Humboldt Prize|Massachusetts Institute of Technology School of Science|MIT Physics Department|Rector (academia)|Sabancı University|Scientific and Technological Research Council of Turkey|Turkish Academy of Sciences,1949-09-20,,Istanbul|Turkey,1949 births|Boğaziçi University faculty|Istanbul Technical University faculty|Koç University faculty|Living people|Massachusetts Institute of Technology alumni|Massachusetts Institute of Technology faculty|People from Istanbul|Sabancı University faculty|Theoretical physicists|Turkish physicists|University of Illinois at Urbana–Champaign alumni,,Turkey,"Ahmet Nihat Berker (born 20 September 1949 in Istanbul), is a Turkish scientist, theoretical chemist, physicist and emeritus professor of physics at MIT. Currently, he is the president of the Sabancı University in Turkey. He is the son of a notable scientist and engineer Ratip Berker, who was deceased on October 17, 1997. His wife, Bedia Erim Berker is a professor of chemistry at Istanbul Technical University, and one of his sons, Selim Berker is a professor of epistemology in the department of philosophy at Harvard University. His younger son, Ratip Emin Berker, is a student at Robert College in Istanbul.",,,Turkish physicist,,,Statistical mechanics,Nihat Berker,male,Nihat,,,http://en.wikipedia.org/wiki/Nihat_Berker,Critical phenomena|Phase transition|Renormalization group,Ahmet Nihat Berker|Nihat Berker,Turkey,,,,http://dbpedia.org/resource/Nihat_Berker,,http://dbpedia.org/data/Nihat_Berker.json,,Berker,,,,,,http://en.wikipedia.org/wiki/Nihat_Berker?oldid=744298782,3450137,744298782,Boğaziçi University|Istanbul Technical University|Koç University|Massachusetts Institute of Technology|Sabancı University|University of Illinois at Urbana–Champaign
"(For other uses, see Nikola Tesla (disambiguation).) Nikola Tesla (Serbian Cyrillic: Никола Тесла; 10 July 1856 – 7 January 1943) was a Serbian-American inventor, electrical engineer, mechanical engineer, physicist, and futurist best known for his contributions to the design of the modern alternating current (AC) electricity supply system. Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City. He soon struck out on his own with financial backers, setting up laboratories and companies to develop a range of electrical devices. His patented AC induction motor and transformer were licensed by George Westinghouse, who also hired Tesla for a short time as a consultant. His work in the formative years of electric-power development was involved in a corporate alternating current/direct current ""War of Currents"" as well as various patent battles. He became a naturalized US citizen in 1891. Tesla went on to pursue his ideas of wireless lighting and electricity distribution in his high-voltage, high-frequency power experiments in New York and Colorado Springs and made early (1893) pronouncements on the possibility of wireless communication with his devices. He tried to put these ideas to practical use in an ill-fated attempt at intercontinental wireless transmission, his unfinished Wardenclyffe Tower project. In his lab, he also conducted a range of experiments with mechanical oscillators/generators, electrical discharge tubes, and early X-ray imaging. He also built a wireless controlled boat, one of the first ever exhibited. Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money, much of which was used to finance his own projects with varying degrees of success. He lived most of his life in a series of New York hotels through his retirement. Tesla died on 7 January 1943. His work fell into relative obscurity after his death, but in 1960, the General Conference on Weights and Measures named the SI unit of magnetic flux density the tesla in his honor. There has been a resurgence in popular interest in Tesla since the 1990s.",,Graz University of Technology,,1856-07-10,,Austrian Empire|Smiljan,"1856 births|1943 deaths|19th-century American engineers|19th-century engineers|19th-century physicists|19th-century Serbian people|20th-century American engineers|20th-century engineers|20th-century physicists|20th-century Serbian people|American electrical engineers|American futurologists|American humanists|American inventors|American mechanical engineers|American physicists|Austro-Hungarian emigrants to the United States|Austro-Hungarian engineers|Austro-Hungarian inventors|Austro-Hungarian scientists|Austro-Hungarian Serbs|Fellow Members of the IEEE|Fellows of the American Association for the Advancement of Science|Grand Crosses of the Order of St. Sava|Grand Crosses of the Order of the White Eagle (Serbia)|Grand Crosses of the Order of the White Lion|Graz University of Technology alumni|Great Officers of the Order of St. Sava|IEEE Edison Medal recipients|Members of the Serbian Academy of Sciences and Arts|Mental calculators|Nikola Tesla|People from Colorado Springs, Colorado|People from Gospić|People from Karlovac|People of the Military Frontier|People with acquired American citizenship|Radio pioneers|Recipients of the Order of the Yugoslav Crown|Scientists from New York City|Serbian emigrants to the United States|Serbian engineers|Serbian humanists|Serbian inventors|Serbian physicists|Serbs of Croatia|Wireless energy transfer",,Austrian,"(For other uses, see Nikola Tesla (disambiguation).) Nikola Tesla (Serbian Cyrillic: Никола Тесла; 10 July 1856 – 7 January 1943) was a Serbian-American inventor, electrical engineer, mechanical engineer, physicist, and futurist best known for his contributions to the design of the modern alternating current (AC) electricity supply system.",1943-01-07,Manhattan|New York|New York City|United States,Serbian American inventor,,,,Nikola Tesla,male,Nikola,,,http://en.wikipedia.org/wiki/Nikola_Tesla,,Nikola Tesla,,,,,http://dbpedia.org/resource/Nikola_Tesla,Nikola Tesla signature 1900.svg,http://dbpedia.org/data/Nikola_Tesla.json,,Tesla,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/N.Tesla.JPG?width=300,http://en.wikipedia.org/wiki/Nikola_Tesla?oldid=745063367,21473,745063367,
"Nikolaus Riehl (24 May 1901 – 2 August 1990) was a German industrial physicist. He was head of the scientific headquarters of Auergesellschaft. When the Russians entered Berlin near the end of World War II, he was invited to the Soviet Union, where he stayed for 10 years. For his work on the Soviet atomic bomb project, he was awarded a Stalin Prize, Lenin Prize, and Order of the Red Banner of Labor. When he was repatriated to Germany in 1955, he chose to go to West Germany, where he joined Heinz Maier-Leibnitz on his nuclear reactor staff at Technische Hochschule München (THM); Riehl made contributions to the nuclear facility Forschungsreaktor München (FRM). In 1961 he became an ordinarius professor of technical physics at THM and concentrated his research activities on solid state physics, especially the physics of ice and the optical spectroscopy of solids.",,Humboldt University of Berlin|Peter the Great St. Petersburg Polytechnic University,,1901-05-24,,Russian Empire|Saint Petersburg,1901 births|1990 deaths|Baltic-German people|German chemists|Humboldt University of Berlin alumni|Nuclear program of Nazi Germany|Nuclear weapons program of the Soviet Union|People from Saint Petersburg|Stalin Prize winners|Technische Universität München faculty,,,"Nikolaus Riehl (24 May 1901 – 2 August 1990) was a German industrial physicist. He was head of the scientific headquarters of Auergesellschaft. When the Russians entered Berlin near the end of World War II, he was invited to the Soviet Union, where he stayed for 10 years. For his work on the Soviet atomic bomb project, he was awarded a Stalin Prize, Lenin Prize, and Order of the Red Banner of Labor. When he was repatriated to Germany in 1955, he chose to go to West Germany, where he joined Heinz Maier-Leibnitz on his nuclear reactor staff at Technische Hochschule München (THM); Riehl made contributions to the nuclear facility Forschungsreaktor München (FRM). In 1961 he became an ordinarius professor of technical physics at THM and concentrated his research activities on solid state physics",1990-08-02,Germany|Munich,German chemist,Lise Meitner|Otto Hahn,,Nuclear chemistry,Nikolaus Riehl,male,Nikolaus,,,http://en.wikipedia.org/wiki/Nikolaus_Riehl,German nuclear weapon project|Soviet atomic bomb project,Nikolaus Riehl,German,,,Germany,http://dbpedia.org/resource/Nikolaus_Riehl,,http://dbpedia.org/data/Nikolaus_Riehl.json,,Riehl,,,,,,http://en.wikipedia.org/wiki/Nikolaus_Riehl?oldid=730753070,13432162,730753070,Auergesellschaft|Technical University of Munich
"Nikolay Gennadiyevich Basov (Russian: Никола́й Генна́диевич Ба́сов; 14 December 1922 – 1 July 2001) was a Soviet physicist and educator. For his fundamental work in the field of quantum electronics that led to the development of laser and maser, Basov shared the 1964 Nobel Prize in Physics with Alexander Prokhorov and Charles Hard Townes.",,National Research Nuclear University MEPhI,Kalinga Prize|Lomonosov Gold Medal|Nobel Prize in Physics,1922-12-14,Nicolay Gennadiyevich Basov,"Russian Soviet Federative Socialist Republic|Usman, Russia","1922 births|2001 deaths|20th-century physicists|Burials at Novodevichy Cemetery|Commanders of the Order of Merit of the Republic of Poland|Foreign Fellows of the Indian National Science Academy|Foreign Members of the Bulgarian Academy of Sciences|Full Members of the Russian Academy of Sciences|Full Members of the USSR Academy of Sciences|Heroes of Socialist Labour|Laser researchers|Lenin Prize winners|Nobel laureates in Physics|Optical physicists|People from Usman, Russia|Recipients of the Lomonosov Gold Medal|Recipients of the Order %22For Merit to the Fatherland%22, 2nd class|Recipients of the Order of Lenin|Recipients of the Order of the Patriotic War, 2nd class|Recipients of the USSR State Prize|Russian inventors|Russian Nobel laureates|Russian physicists|Soviet military personnel of World War II|Soviet Nobel laureates|Soviet physicists|Spectroscopists",,,"Nikolay Gennadiyevich Basov (Russian: Никола́й Генна́диевич Ба́сов; 14 December 1922 – 1 July 2001) was a Soviet physicist and educator. For his fundamental work in the field of quantum electronics that led to the development of laser and maser, Basov shared the 1964 Nobel Prize in Physics with Alexander Prokhorov and Charles Hard Townes.",2001-07-01,Moscow|Russia,Soviet physicist,,,Physics,Nikolay Basov,male,Nikolai,,,http://en.wikipedia.org/wiki/Nikolay_Basov,Laser|Maser,Nikolay Basov,,,,,http://dbpedia.org/resource/Nikolay_Basov,,http://dbpedia.org/data/Nikolay_Basov.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Basov.jpg?width=300,http://en.wikipedia.org/wiki/Nikolay_Basov?oldid=743975090,1555268,743975090,
"Nikolay Nikolayevich Bogolyubov (Russian: Никола́й Никола́евич Боголю́бов; 21 August 1909 – 13 February 1992), also transliterated as Bogoliubov and Bogolubov, was a Soviet mathematician and theoretical physicist known for a significant contribution to quantum field theory, classical and quantum statistical mechanics, and the theory of dynamical systems; a recipient of the Dirac Prize (1992).",,,,1909-08-21,,Nizhny Novgorod|Russian Empire,1909 births|1992 deaths|20th-century mathematicians|20th-century physicists|20th-century scientists|Control theorists|Foreign Fellows of the Indian National Science Academy|Full Members of the Russian Academy of Sciences|Full Members of the USSR Academy of Sciences|Heroes of Socialist Labour|Lenin Prize winners|Mathematical physicists|Members of the National Academy of Sciences of Ukraine|Members of the United States National Academy of Sciences|Moscow State University faculty|Quantum physicists|Recipients of the Lomonosov Gold Medal|Recipients of the Order of Lenin|Recipients of the Order of the Badge of Honour|Recipients of the Order of the October Revolution|Recipients of the Order of the Red Banner of Labour|Recipients of the USSR State Prize|Russian inventors|Russian mathematicians|Russian physicists|Soviet inventors|Soviet mathematicians|Soviet physicists|Stalin Prize winners|Theoretical physicists,,,"Nikolay Nikolayevich Bogolyubov (Russian: Никола́й Никола́евич Боголю́бов; 21 August 1909 – 13 February 1992), also transliterated as Bogoliubov and Bogolubov, was a Soviet mathematician and theoretical physicist known for a significant contribution to quantum field theory, classical and quantum statistical mechanics, and the theory of dynamical systems; a recipient of the Dirac Prize (1992).",1992-02-13,Moscow|Russia,Soviet mathematician and theoretical physicist,Nikolay Mitrofanovich Krylov,Boris Medvedev|Dmitry Shirkov|Dmitry Zubarev|Sergei Tyablikov|Yurii Mitropolskiy,Mathematical physics|Mathematics|Theoretical physics,Nikolay Bogolyubov,male,Nicholas,,Abdullah Sadiq,http://en.wikipedia.org/wiki/Nikolay_Bogolyubov,BBGKY hierarchy|Bogoliubov transformation|Bogoliubov–Parasyuk theorem|Edge-of-the-wedge theorem|Krylov–Bogolyubov theorem|Quantum field theory|Statistical mechanics|Superconductivity|Superfluidity,Nikolay Bogolyubov|Nikolay Nikolayevich Bogolyubov,Russia|Soviet Union,,,,http://dbpedia.org/resource/Nikolay_Bogolyubov,,http://dbpedia.org/data/Nikolay_Bogolyubov.json,,,,,,,,http://en.wikipedia.org/wiki/Nikolay_Bogolyubov?oldid=736856510,2582609,736856510,
"Nikolay Nikolayevich Semyonov (or Semenov), ForMemRS (Russian: Никола́й Никола́евич Семёнов; 15 April [O.S. 3 April] 1896 – 25 September 1986) was a Russian/Soviet physicist and chemist. Semyonov was awarded the 1956 Nobel Prize in Chemistry for his work on the mechanism of chemical transformation.",,,,1896-04-15,Nikolay Nikolayevich Semyonov,Russian Empire|Saratov,1896 births|1986 deaths|20th-century chemists|20th-century physicists|Foreign Members of the Royal Society|Full Members of the USSR Academy of Sciences|Heroes of Socialist Labour|Lenin Prize winners|Members of the French Academy of Sciences|Members of the United States National Academy of Sciences|Moscow Institute of Physics and Technology faculty|Nobel laureates in Chemistry|People from Saratov|Recipients of the Lomonosov Gold Medal|Recipients of the Order of Lenin|Recipients of the Order of the October Revolution|Recipients of the Order of the Red Banner of Labour|Russian chemists|Russian Nobel laureates|Russian physicists|Saint Petersburg State University alumni|Soviet chemists|Soviet Nobel laureates|Soviet physicists|Stalin Prize winners|Tomsk Polytechnic University faculty|Tomsk State University faculty,,,"Nikolay Nikolayevich Semyonov (or Semenov), ForMemRS (Russian: Никола́й Никола́евич Семёнов; 15 April [O.S. 3 April] 1896 – 25 September 1986) was a Russian/Soviet physicist and chemist. Semyonov was awarded the 1956 Nobel Prize in Chemistry for his work on the mechanism of chemical transformation.",1986-09-25,Moscow,Russian/Soviet scientist,Abram Ioffe,,Chemistry|Physicist,Nikolay Semyonov,male,Nicholas,,Otto Hahn,http://en.wikipedia.org/wiki/Nikolay_Semyonov,Chemical transformation,Nikolay Semyonov|Nikolay Semyonov (or Semenov),Russian,,,,http://dbpedia.org/resource/Nikolay_Semyonov,,http://dbpedia.org/data/Nikolay_Semyonov.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nikolay_Semyonov_Nobel.jpg?width=300,http://en.wikipedia.org/wiki/Nikolay_Semyonov?oldid=736297656,495272,736297656,
"Nikolay Sergeevich Krylov (Russian: Никола́й Серге́евич Крыло́в}; 10 August 1917 – 21 June 1947) was a Russian theoretical physicist known for his work on the foundations of statistical physics. He showed that a sufficient condition for a dynamical system to relax to equilibrium is for it to be mixing. Krylov was born in Ustyuzhna, Vologda Governorate, in the Russian Empire (now Vologda Oblast of Russia). He graduated from Leningrad University with a degree in physics. He then studied with Fock and wrote a candidate's thesis on the foundations of statistical mechanics titled Mixing processes in phase space (1941). When Germany invaded and besieged Leningrad, Krylov was assigned to the air defense of the city. He continued studying while on active duty and defended a Ph.D. thesis in Kazan, where his University was relocated, the following year. He then worked at various institutes in the Soviet Union before returning to Leningrad, but fell ill in 1946 and died at the age of twenty-nine.",,,,1917-08-10,,,1917 births|1947 deaths|Russian physicists|Saint Petersburg State University alumni,,,Nikolay Sergeevich Krylov (Russian: Никола́й Серге́евич Крыло́в}; 10 August 1917 – 21 June 1947) was a Russian theoretical physicist known for his work on the foundations of statistical physics. He showed that a sufficient condition for a dynamical system to relax to equilibrium is for it to be mixing.,1947-06-21,,Russian physicist,,,,Nikolay Sergeyevich Krylov,male,Nikolay,,,http://en.wikipedia.org/wiki/Nikolay_Sergeyevich_Krylov,,Nikolay Sergeyevich Krylov,,,,,http://dbpedia.org/resource/Nikolay_Sergeyevich_Krylov,,http://dbpedia.org/data/Nikolay_Sergeyevich_Krylov.json,,,,,,,,http://en.wikipedia.org/wiki/Nikolay_Sergeyevich_Krylov?oldid=707235495,4439739,707235495,
"Nikolay Alekseevich Umov (Russian: Никола́й Алексе́евич У́мов; January 23, 1846 – January 15, 1915) was a Russian physicist and mathematician known for discovering the concept of Umov-Poynting vector and Umov effect.",,Moscow State University,,1846-01-23,,Russian Empire|Ulyanovsk,1846 births|1915 deaths|Moscow State University alumni|Russian mathematicians|Russian physicists,,Russia,"Nikolay Alekseevich Umov (Russian: Никола́й Алексе́евич У́мов; January 23, 1846 – January 15, 1915) was a Russian physicist and mathematician known for discovering the concept of Umov-Poynting vector and Umov effect.",1915-01-15,Moscow|Russian Empire,Russian mathematician and physicist,,,Physicist,Nikolay Umov,male,Nikolay,,,http://en.wikipedia.org/wiki/Nikolay_Umov,Poynting vector|Umov effect,Nikolay Alekseevich Umov|Nikolay Umov,,,,,http://dbpedia.org/resource/Nikolay_Umov,,http://dbpedia.org/data/Nikolay_Umov.json,,Umov,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Umov.jpg?width=300,http://en.wikipedia.org/wiki/Nikolay_Umov?oldid=706227119,3140570,706227119,
"Nima Arkani-Hamed (Persian: نیما ارکانی-حامد‎‎) (born April 5, 1972) is an American-Canadian of Iranian descent, who is a theoretical physicist with interests in high-energy physics, string theory and cosmology. Arkani-Hamed is now on the faculty at the Institute for Advanced Study in Princeton, New Jersey, and director of The Center for Future High Energy Physics (CFHEP) in China, Beijing. He was formerly a professor at Harvard University and the University of California, Berkeley.",,"University of California, Berkeley|University of Toronto",European Physical Society|Fundamental Physics Prize|Phi Beta Kappa Society|Tel Aviv University,1972-04-05,,Houston,"1972 births|American emigrants to Canada|American people of Azerbaijani descent|American people of Iranian descent|American physicists|Canadian people of Azerbaijani descent|Canadian people of Iranian descent|Canadian physicists|Ethnic Azerbaijani scientists|Fellows of the American Academy of Arts and Sciences|Harvard University faculty|Institute for Advanced Study faculty|Living people|Naturalized citizens of Canada|Particle physicists|Stanford University postdoctoral scholars|String theorists|Theoretical physicists|University of California, Berkeley alumni|University of California, Berkeley faculty|University of Toronto alumni",,,"Nima Arkani-Hamed (Persian: نیما ارکانی-حامد‎‎) (born April 5, 1972) is an American-Canadian of Iranian descent, who is a theoretical physicist with interests in high-energy physics, string theory and cosmology. Arkani-Hamed is now on the faculty at the Institute for Advanced Study in Princeton, New Jersey, and director of The Center for Future High Energy Physics (CFHEP) in China, Beijing. He was formerly a professor at Harvard University and the University of California, Berkeley.",,,American physicist,,,Physics,Nima Arkani-Hamed,male,Nima,,,http://en.wikipedia.org/wiki/Nima_Arkani-Hamed,Dark matter|Dimensional deconstruction|Large extra dimension|Little Higgs|Scattering amplitude|Split supersymmetry,Nima Arkani-Hamed,,,,,http://dbpedia.org/resource/Nima_Arkani-Hamed,,http://dbpedia.org/data/Nima_Arkani-Hamed.json,,Arkani-Hamed,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nima_Arkani-Hamed_at_Harvard.jpg?width=300,http://en.wikipedia.org/wiki/Nima_Arkani-Hamed?oldid=739929227,648024,739929227,
"Norman Foster Ramsey Jr. (August 27, 1915 – November 4, 2011) was an American physicist who was awarded the 1989 Nobel Prize in Physics, for the invention of the separated oscillatory field method, which had important applications in the construction of atomic clocks. A physics professor at Harvard University for most of his career, Ramsey also held several posts with such government and international agencies as NATO and the United States Atomic Energy Commission. Among his other accomplishments are helping to found the United States Department of Energy's Brookhaven National Laboratory and Fermilab.",,Columbia University|University of Cambridge,,1915-08-27,,"Washington, D.C.",1915 births|2011 deaths|American Nobel laureates|American physicists|Columbia University alumni|Columbia University faculty|Guggenheim Fellows|Harvard University faculty|IEEE Medal of Honor recipients|Manhattan Project people|Members of the French Academy of Sciences|Members of the United States National Academy of Sciences|National Medal of Science laureates|Nobel laureates in Physics|People associated with the atomic bombings of Hiroshima and Nagasaki|University of Michigan staff|Vannevar Bush Award recipients,,,"Norman Foster Ramsey Jr. (August 27, 1915 – November 4, 2011) was an American physicist who was awarded the 1989 Nobel Prize in Physics, for the invention of the separated oscillatory field method, which had important applications in the construction of atomic clocks. A physics professor at Harvard University for most of his career, Ramsey also held several posts with such government and international agencies as NATO and the United States Atomic Energy Commission. Among his other accomplishments are helping to found the United States Department of Energy's Brookhaven National Laboratory and Fermilab.",2011-11-04,"Middlesex County, Massachusetts|Wayland, Massachusetts",American physicist,Isidor Isaac Rabi,Daniel Kleppner|David J. Wineland|Howard Berg,Physics,Norman Foster Ramsey Jr.,male,Norman,,,http://en.wikipedia.org/wiki/Norman_Foster_Ramsey_Jr.,Separated oscillatory field method,Norman Foster Ramsey|Norman Foster Ramsey Jr.,United States,,,United States,http://dbpedia.org/resource/Norman_Foster_Ramsey_Jr.,,http://dbpedia.org/data/Norman_Foster_Ramsey_Jr..json,,,,,,,,http://en.wikipedia.org/wiki/Norman_Foster_Ramsey_Jr.?oldid=726864542,503394,726864542,
"Oleg Vladimirovich Losev (Russian: Оле́г Влади́мирович Ло́сев, sometimes spelled Lossev or Lossew in English) (10 May 1903 – 22 January 1942) was a Russian scientist and inventor, who made significant discoveries in the field of semiconductor junctions. Although he was never able to complete a formal education and never held a research position, Losev conducted some of the earliest research into semiconductors, publishing 43 papers and receiving 16 ""author's certificates"" (the Soviet version of patents) for his discoveries. He observed light emission from carborundum point-contact junctions, the first light-emitting diode (LED), did the first research on them, proposed the first correct theory of how they worked, and used them in practical applications such as electroluminescence. He explored negative resistance in semiconductor junctions, and was first to use them practically for amplification, building the first solid-state amplifiers, electronic oscillators, and superheterodyne radio receivers, 25 years before the invention of the transistor. However his achievements were overlooked, and languished unknown for half a century before being recognized in the late 20th and early 21st century.",,,,1903-05-10,,Russian Empire|Tver,1903 births|1942 deaths|20th-century physicists|Light-emitting diode pioneers|People from Tver|Russian electrical engineers|Russian inventors|Russian physicists|Soviet physicists,,Russia|Soviet Union,"Oleg Vladimirovich Losev (Russian: Оле́г Влади́мирович Ло́сев, sometimes spelled Lossev or Lossew in English) (10 May 1903 – 22 January 1942) was a Russian scientist and inventor, who made significant discoveries in the field of semiconductor junctions.",1942-01-22,Russian Soviet Federative Socialist Republic|Saint Petersburg,"Russian, inventor, and physicist",,,Electrical engineering|Physics,Oleg Losev,male,Oleg,,,http://en.wikipedia.org/wiki/Oleg_Losev,Invention|Light-emitting diode|Radio,Oleg Losev|Олег Лосев,,,,Nizhny Novgorod|Saint Petersburg,http://dbpedia.org/resource/Oleg_Losev,,http://dbpedia.org/data/Oleg_Losev.json,,Losev,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Oleg_losev.jpg?width=300,http://en.wikipedia.org/wiki/Oleg_Losev?oldid=744580776,10602004,744580776,
"Oleg Sushkov is a professor at the University of New South Wales and a leader in the field of high temperature super-conductors. Educated in Russia in quantum mechanics and nuclear physics, he now teaches in Australia.",,,,,,,Australian nuclear physicists|Australian people of Russian descent|Australian physicists|Living people|Russian nuclear physicists|Russian physicists|Year of birth missing (living people),,,"Oleg Sushkov is a professor at the University of New South Wales and a leader in the field of high temperature super-conductors. Educated in Russia in quantum mechanics and nuclear physics, he now teaches in Australia.",,,Australian nuclear physicist,,,,Oleg Sushkov,male,Oleg,,,http://en.wikipedia.org/wiki/Oleg_Sushkov,,Oleg Sushkov,,,,,http://dbpedia.org/resource/Oleg_Sushkov,,http://dbpedia.org/data/Oleg_Sushkov.json,,Sushkov,,,,,,http://en.wikipedia.org/wiki/Oleg_Sushkov?oldid=707673262,5115787,707673262,
