abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"(This name uses Eastern Slavic naming customs; the patronymic is Leonidovich and the family name is Kapitsa.) Pyotr Leonidovich Kapitsa or Peter Kapitza (Russian: Пётр Леони́дович Капи́ца, Romanian: Petre Capiţa (8 July [O.S. 26 June] 1894 – 8 April 1984) was a leading Soviet physicist and Nobel laureate, best known for his work in low-temperature physics.",,,Faraday Medal|Fellow of the Royal Society|Franklin Medal|Lomonosov Gold Medal|Nobel Prize in Physics|Rutherford Medal and Prize,1894-07-08,Pyotr Leonidovich Kapitsa,Kronstadt|Russian Empire,"1894 births|1984 deaths|20th-century physicists|Alumni of Trinity College, Cambridge|Fellows of the Royal Society|Full Members of the USSR Academy of Sciences|Heroes of Socialist Labour|Members of the United States National Academy of Sciences|Moscow Institute of Physics and Technology faculty|Moscow State University faculty|Niels Bohr International Gold Medal recipients|Nobel laureates in Physics|People from Kronstadt|Recipients of the Order of Lenin|Recipients of the Order of the Red Banner of Labour|Russian inventors|Russian military personnel of World War I|Russian Nobel laureates|Russian people of Moldovan descent|Russian physicists|Saint Petersburg State Polytechnical University alumni|Soviet Nobel laureates|Soviet physicists|Stalin Prize winners|University and college founders",,Russian Empire,"(This name uses Eastern Slavic naming customs; the patronymic is Leonidovich and the family name is Kapitsa.) Pyotr Leonidovich Kapitsa or Peter Kapitza (Russian: Пётр Леони́дович Капи́ца, Romanian: Petre Capiţa (8 July [O.S. 26 June] 1894 – 8 April 1984) was a leading Soviet physicist and Nobel laureate, best known for his work in low-temperature physics.",1984-04-08,Moscow|Soviet Union,Russian physicist,,David Shoenberg,Physics,Pyotr Kapitsa,male,Peter,,,http://en.wikipedia.org/wiki/Pyotr_Kapitsa,Superfluidity,Pyotr Kapitsa,Russian Empire|Soviet Union,,,,http://dbpedia.org/resource/Pyotr_Kapitsa,,http://dbpedia.org/data/Pyotr_Kapitsa.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pyotr_Kapitsa_1930s.jpg?width=300,http://en.wikipedia.org/wiki/Pyotr_Kapitsa?oldid=741472873,303650,741472873,
"Pyotr Nikolaevich Lebedev (Russian: Пётр Николаевич Лебедев) was a Russian physicist. His name was also transliterated as Peter Lebedew and Peter Lebedev. He made his doctoral degree in Strasbourg under the supervision of August Kundt in 1887–1891. In 1891 he started working in Moscow State University in the group of Alexander Stoletov. There he made his famous experimental studies of electromagnetic waves. He was the first to measure the pressure of light on a solid body in 1899. The discovery was announced at the World Physics Congress in Paris in 1900, and became the first quantitative confirmation of Maxwell's theory of electromagnetism. In 1901 he became a professor of Moscow State University, however he quit the University in 1911, protesting against the politics of the Ministry of Education. In the same year he received an invitation to become a professor in Stockholm, which he rejected. He died the next year. The Lebedev Physical Institute in Moscow and the lunar crater Lebedev are named after him.",,,,1866-02-24,,Moscow|Russian Empire,1866 births|1912 deaths|Moscow State University faculty|Russian physicists|Saint Petersburg State Institute of Technology alumni,,,"Pyotr Nikolaevich Lebedev (Russian: Пётр Николаевич Лебедев) was a Russian physicist. His name was also transliterated as Peter Lebedew and Peter Lebedev. He made his doctoral degree in Strasbourg under the supervision of August Kundt in 1887–1891. In 1891 he started working in Moscow State University in the group of Alexander Stoletov. There he made his famous experimental studies of electromagnetic waves. He was the first to measure the pressure of light on a solid body in 1899. The discovery was announced at the World Physics Congress in Paris in 1900, and became the first quantitative confirmation of Maxwell's theory of electromagnetism. In 1901 he became a professor of Moscow State University, however he quit the University in 1911, protesting against the politics of the Ministry of E",1912-03-01,Moscow|Russian Empire,Russian Physicist,August Kundt,,Physicist,Pyotr Lebedev,male,Pyotr,,,http://en.wikipedia.org/wiki/Pyotr_Lebedev,Radiation pressure,Pyotr Lebedev|Pyotr Nikolaevich Lebedev,Russians,,,Russia,http://dbpedia.org/resource/Pyotr_Lebedev,,http://dbpedia.org/data/Pyotr_Lebedev.json,,Lebedev,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lebedev_petr_nikolaevich.jpg?width=300,http://en.wikipedia.org/wiki/Pyotr_Lebedev?oldid=729710176,696386,729710176,
"Ralph Asher Alpher (February 3, 1921 – August 12, 2007) was an American cosmologist, who carried out pioneering work in the early 1950s on the Big Bang model, including big bang nucleosynthesis and predictions of the cosmic microwave background radiation.",,George Washington University,,1921-02-03,,"Washington, D.C.","1921 births|2007 deaths|American agnostics|American astronomers|American cosmologists|American humanists|American people of Belarusian-Jewish descent|American physicists|Fellows of the American Academy of Arts and Sciences|George Washington University alumni|Jewish agnostics|Jewish American scientists|Johns Hopkins University people|National Academy of Sciences laureates|National Medal of Science laureates|People from Schenectady, New York",,,"Ralph Asher Alpher (February 3, 1921 – August 12, 2007) was an American cosmologist, who carried out pioneering work in the early 1950s on the Big Bang model, including big bang nucleosynthesis and predictions of the cosmic microwave background radiation.",2007-08-12,"Austin, Texas|Texas",American cosmologist,,,Cosmology,Ralph Asher Alpher,male,Ralph,,,http://en.wikipedia.org/wiki/Ralph_Asher_Alpher,,Ralph Asher Alpher,United States,,,,http://dbpedia.org/resource/Ralph_Asher_Alpher,,http://dbpedia.org/data/Ralph_Asher_Alpher.json,,,,,,,,http://en.wikipedia.org/wiki/Ralph_Asher_Alpher?oldid=717006131,1273628,717006131,
Sir Ralph Howard Fowler OBE FRS (17 January 1889 – 28 July 1944) was a British physicist and astronomer.,Archibald Hill,University of Cambridge,Adams Prize|Fellow of the Royal Society|Rayleigh Prize|Royal Medal,1889-01-17,,"Essex|Roydon, Essex","1889 births|1944 deaths|Alumni of Trinity College, Cambridge|British physicists|English cricketers|English wicket-keepers|Fellows of the Royal Society|Norfolk cricketers|Officers of the Order of the British Empire|People educated at Winchester College|People from Roydon, Essex|Royal Marines officers|Royal Marines personnel of World War I|Royal Medal winners",,,Sir Ralph Howard Fowler OBE FRS (17 January 1889 – 28 July 1944) was a British physicist and astronomer.,1944-07-28,Cambridge|Trumpington,English physicist,,Bertha Swirles|Douglas Hartree|Garrett Birkhoff|Harrie Massey|Homi J. Bhabha|John Lennard-Jones|Maurice Pryce|Nevill Francis Mott|Paul Dirac|Subrahmanyan Chandrasekhar|Wang Zhuxi|William McCrea (astronomer),Physicist,Ralph H. Fowler,male,Ralph,,,http://en.wikipedia.org/wiki/Ralph_H._Fowler,Field electron emission|Statistical physics,Ralph H. Fowler|Sir Ralph Howard Fowler,England,,,,http://dbpedia.org/resource/Ralph_H._Fowler,,http://dbpedia.org/data/Ralph_H._Fowler.json,,Fowler,,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Fowler,Ralph_Howard_1934_London.jpg?width=300",http://en.wikipedia.org/wiki/Ralph_H._Fowler?oldid=743379369,718966,743379369,
"Ralph Kronig (March 10, 1904 – November 16, 1995) was a German American physicist. He is noted for the discovery of particle spin and for his theory of x-ray absorption spectroscopy. His theories include the Kronig–Penney model, the Coster–Kronig transition and the Kramers–Kronig relation.",Wolfgang Pauli,Columbia University,Max Planck Medal,1904-03-10,,Dresden|German Empire,1904 births|1995 deaths|Delft University of Technology faculty|German physicists|Members of the Royal Netherlands Academy of Arts and Sciences|Winners of the Max Planck Medal,,German Empire,"Ralph Kronig (March 10, 1904 – November 16, 1995) was a German American physicist. He is noted for the discovery of particle spin and for his theory of x-ray absorption spectroscopy. His theories include the Kronig–Penney model, the Coster–Kronig transition and the Kramers–Kronig relation.",1995-11-16,Netherlands|Zeist,German physicist noted for the discovery of particle spin and for his theory of x-ray absorption spectroscopy,Albert Potter Wills,,,Ralph Kronig,male,Ralph,,Paul Ehrenfest|Wolfgang Pauli,http://en.wikipedia.org/wiki/Ralph_Kronig,Coster–Kronig transition|Kramers–Kronig relations|Particle in a one-dimensional lattice|Spin (physics),Ralph Kronig,Germans,,,German Empire|Netherlands,http://dbpedia.org/resource/Ralph_Kronig,,http://dbpedia.org/data/Ralph_Kronig.json,,Kronig,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ralph_de_Laer_Kronig.jpg?width=300,http://en.wikipedia.org/wiki/Ralph_Kronig?oldid=743481630,3305981,743481630,Columbia University|Delft University of Technology
"Ranjan Roy Daniel (also referred to as R. R. Daniel or Rajan Roy) (11 August 1923 – 27 March 2005) was an Indian Nagercoil born physicist who worked in the fields of cosmic rays and space physics, and remained Director Chairman of Tata Institute of Fundamental Research. He also served as an advisor to the prime minister of India, Indira Gandhi in 1976. He worked in the field of cosmic rays with Homi Jehangir Bhabha for 23 years. He was awarded the Padma Bhushan in 1992 by the Government of India, for his contributions to science and engineering.",,,,1923-08-11,,Nagercoil|Presidencies and provinces of British India,"1926 births|2005 deaths|Alumni of the University of Bristol|Banaras Hindu University alumni|Indian astrophysicists|Indian physicists|Loyola College, Chennai alumni|People from Kanyakumari district|Recipients of the Padma Bhushan in science & engineering|Tata Institute of Fundamental Research faculty",4,,"Ranjan Roy Daniel (also referred to as R. R. Daniel or Rajan Roy) (11 August 1923 – 27 March 2005) was an Indian Nagercoil born physicist who worked in the fields of cosmic rays and space physics, and remained Director Chairman of Tata Institute of Fundamental Research. He also served as an advisor to the prime minister of India, Indira Gandhi in 1976. He worked in the field of cosmic rays with Homi Jehangir Bhabha for 23 years. He was awarded the Padma Bhushan in 1992 by the Government of India, for his contributions to science and engineering.",2005-03-27,,Indian physicist,,,,Ranjan Roy Daniel,male,,,,http://en.wikipedia.org/wiki/Ranjan_Roy_Daniel,,Ranjan Roy Daniel,,,,,http://dbpedia.org/resource/Ranjan_Roy_Daniel,,http://dbpedia.org/data/Ranjan_Roy_Daniel.json,Serena Padmini,,,,,,,http://en.wikipedia.org/wiki/Ranjan_Roy_Daniel?oldid=741231417,38399073,741231417,
"Raymond (Ray) Davis Jr. (October 14, 1914 – May 31, 2006) was an American chemist, physicist, and Nobel Prize in Physics laureate.",,"University of Maryland, College Park|Yale University",,1914-10-14,,"United States|Washington, D.C.","1914 births|2006 deaths|American Nobel laureates|American physical chemists|American physicists|Brookhaven National Laboratory Nobel laureates|Deaths from Alzheimer's disease|Enrico Fermi Award recipients|Members of the United States National Academy of Sciences|National Academy of Sciences laureates|National Medal of Science laureates|Nobel laureates in Physics|People from Blue Point, New York|People from Washington, D.C.|University of Maryland, College Park alumni|University of Pennsylvania faculty|Winners of the Beatrice M. Tinsley Prize|Winners of the Comstock Prize in Physics|Winners of the Panofsky Prize|Wolf Prize in Physics laureates|Yale University alumni",,,"Raymond (Ray) Davis Jr. (October 14, 1914 – May 31, 2006) was an American chemist, physicist, and Nobel Prize in Physics laureate.",2006-05-31,"Blue Point, New York|New York|United States",American scientist,,,Chemistry|Physics,Raymond Davis Jr.,male,Raymond,,,http://en.wikipedia.org/wiki/Raymond_Davis_Jr.,Neutrino,"Raymond Davis Jr.|Raymond Davis, Jr.",United States,,,,http://dbpedia.org/resource/Raymond_Davis_Jr.,,http://dbpedia.org/data/Raymond_Davis_Jr..json,,,,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Raymond_Davis,_Jr_2001.jpg?width=300",http://en.wikipedia.org/wiki/Raymond_Davis_Jr.?oldid=722512255,1891219,722512255,Monsanto|University of Pennsylvania
"Raymond John Seeger (September 20, 1906 – February 14, 1992) was an American physicist. He was born in Elizabeth, New Jersey and graduated from Rutgers University in 1926 with a B.A. in theoretical physics. He was awarded a doctorate in physics from Yale University in 1929. That year he became an associate professor at the private Presbyterian College in South Carolina. In 1930, he joined the George Washington University (GWU). From 1935, while remaining at GWU, he worked with Edward Teller in applied quantum mechanics. With the start of World War II, in 1942 he began working at the Bureau of Ordnance. He collaborated with John von Neumann and John G. Kirkwood to study shock-wave phenomena and fluid dynamics. He was awarded the Navy Distinguished Public Service Award. Following the war, he remained a lecturer at GWU until 1947. He then worked at the Naval Ordnance Laboratory in White Oak, Maryland until 1952 as head of the Mechanics Division and head of the Aeroballistic Research Department. He lectured at Johns Hopkins University until 1948, then organized the Fluid Dynamics and Applied Mechanics Institute at the University of Maryland. From 1952 until 1970, he worked at the National Science Foundation where he became deputy assistant director, then retired as a senior staff research associate. He taught at the American University from 1954 until 1972. He continued to work as an author and invited speaker up until his death in Bethesda, Maryland of a heart ailment. Dr. Seeger published more than 200 papers on topics in physics and mathematics, including quantum mechanics and fluid dynamics. He authored a series of historical articles on notable scientists. He was awarded honorary D.Sc. degrees from Kent State University and the University of Dubuque.",,,,1906-01-01,,,"1906 births|1992 deaths|American physicists|People from Elizabeth, New Jersey|Recipients of the Navy Distinguished Public Service Award|Rutgers University alumni|Yale University alumni",,,"Raymond John Seeger (September 20, 1906 – February 14, 1992) was an American physicist. He was born in Elizabeth, New Jersey and graduated from Rutgers University in 1926 with a B.A. in theoretical physics. He was awarded a doctorate in physics from Yale University in 1929. That year he became an associate professor at the private Presbyterian College in South Carolina. In 1930, he joined the George Washington University (GWU). From 1935, while remaining at GWU, he worked with Edward Teller in applied quantum mechanics. With the start of World War II, in 1942 he began working at the Bureau of Ordnance. He collaborated with John von Neumann and John G. Kirkwood to study shock-wave phenomena and fluid dynamics. He was awarded the Navy Distinguished Public Service Award.",1992-01-01,,American physicist,,,,Raymond Seeger,male,Raymond,,,http://en.wikipedia.org/wiki/Raymond_Seeger,,Raymond Seeger,,,,,http://dbpedia.org/resource/Raymond_Seeger,,http://dbpedia.org/data/Raymond_Seeger.json,,Seeger,,,,,,http://en.wikipedia.org/wiki/Raymond_Seeger?oldid=719981273,31726273,719981273,
"Raymond Thayer Birge (March 13, 1887 – March 22, 1980) was a physicist. Born in Brooklyn, New York, into an academic scientific family, Birge obtained his Doctor's Degree from the University of Wisconsin–Madison in 1913. In the same year he married Irene A. Walsh. The Birges had two children, Carolyn Elizabeth (Mrs. E.D. Yocky) and Robert Walsh, Associate Director of the Lawrence Berkeley National Laboratory in 1973-1981. After five years as an instructor at Syracuse University, he became a member of the physics department at University of California, Berkeley, where he remained until he retired, as chairman, in 1955. On his arrival at Berkeley, Birge sought collaboration with the Berkeley College of Chemistry, then under the leadership of Gilbert N. Lewis. However, Birge's championing of the Bohr atom led him into conflict with the chemists who defended Lewis' earlier theory of the cubical atom. Birge was unafraid of scientific controversy and persevered with his course on atomic structure, attracting future Nobel Laureates in chemistry William Francis Giauque and Harold Clayton Urey. His work ultimately led to the development of the discipline of physical chemistry. His work on molecular spectra included the development of the Birge-Sponer method. Birge's later work arose from his initial bewilderment at the variety and inconsistency among measurements of the fundamental physical constants. His interest led to a broad mastery of all branches of the physical sciences and gave fruit with many publications, in particular, a 1929 paper in Reviews of Modern Physics that recommended a standard set of values for the constants based on earlier published results. There ensued a frustration with the conventional methods of statistics as applied in physical science which led to a collaboration with W. Edwards Deming. Following their 1934 joint paper in Reviews of Modern Physics, their approaches diverged with Deming following the work of Walter A. Shewhart while Birge became interested in the more conventional statistical approaches of least squares and maximum likelihood. Birge's interest in statistics led him to the investigation of parapsychology in which he conducted many experiments without finding any conclusive results. Birge was an active administrator and was the architect of the Berkeley department's prestige, seeking out physicists such as Robert Oppenheimer and Ernest Lawrence and guiding the department through its golden years of the 1930s and through the changes brought on by World War II, the Manhattan Project, and the birth of ""Big Science."" However, during the McCarthy era in 1949, the Regents of the University of California enforced an anti-communist oath to be signed by all employees. Though an outspoken critic of the oath, after much searching of conscience, Birge decided that his loyalty to the department and the university demanded that he sign and fight from within for freedom of speech. Many of his colleagues did not sign and were dismissed. Birge died in Berkeley, California. His honors include: 
*  President of the American Physical Society; 
*  Member of the National Academy of Sciences; and 
*  Honorary degree of LLD from the University of California, Berkeley. In December 1964, the new Physics building at Berkeley, Birge Hall was dedicated to Raymond Birge.",,,,1887-03-13,,Brooklyn,"1887 births|1980 deaths|American physical chemists|American physicists|Members of the United States National Academy of Sciences|University of California, Berkeley faculty|University of Wisconsin–Madison alumni",,,"Raymond Thayer Birge (March 13, 1887 – March 22, 1980) was a physicist. Born in Brooklyn, New York, into an academic scientific family, Birge obtained his Doctor's Degree from the University of Wisconsin–Madison in 1913. In the same year he married Irene A. Walsh. The Birges had two children, Carolyn Elizabeth (Mrs. E.D. Yocky) and Robert Walsh, Associate Director of the Lawrence Berkeley National Laboratory in 1973-1981. After five years as an instructor at Syracuse University, he became a member of the physics department at University of California, Berkeley, where he remained until he retired, as chairman, in 1955.",1980-03-22,"Berkeley, California",American physical chemist,,,,Raymond Thayer Birge,male,Raymond,,,http://en.wikipedia.org/wiki/Raymond_Thayer_Birge,,Raymond Thayer Birge,,,,,http://dbpedia.org/resource/Raymond_Thayer_Birge,,http://dbpedia.org/data/Raymond_Thayer_Birge.json,,,,,,,,http://en.wikipedia.org/wiki/Raymond_Thayer_Birge?oldid=703044658,433762,703044658,
"Reinhard Oehme (German: [ˈøːmə]; born 26 January 1928, Wiesbaden; died sometime between 29 September and 4 October 2010, Hyde Park) was a German-American physicist known for the discovery of C (charge conjugation) non-conservation in the presence of P (parity) violation, the formulation and proof of hadron dispersion relations, the ""Edge of the Wedge Theorem"" in the function theory of several complex variables, the Goldberger-Miyazawa-Oehme sum rule, reduction of quantum field theories, Oehme-Zimmermann superconvergence relations for gauge field correlation functions, and many other contributions. Oehme was born in Wiesbaden, Germany as the son of Dr. Reinhold Oehme and Katharina Kraus. In 1952, in São Paulo, Brazil, he married Mafalda Pisani, who was born in Berlin as the daughter of Giacopo Pisani and Wanda d'Alfonso. Mafalda died in Chicago in August of the year 2004.",Erwin Madelung,Goethe University Frankfurt|University of Göttingen,American Physical Society|Guggenheim Fellowship|Humboldt Prize,1928-01-28,,Germany|Wiesbaden,1928 births|2010 deaths|20th-century American scientists|20th-century physicists|American physicists|German physicists|Guggenheim Fellows|Humboldt Research Award recipients|Mathematical physicists|People associated with CERN|People from Wiesbaden|Theoretical physicists|University of Chicago faculty,,American,"Reinhard Oehme (German: [ˈøːmə]; born 26 January 1928, Wiesbaden; died sometime between 29 September and 4 October 2010, Hyde Park) was a German-American physicist known for the discovery of C (charge conjugation) non-conservation in the presence of P (parity) violation, the formulation and proof of hadron dispersion relations, the ""Edge of the Wedge Theorem"" in the function theory of several complex variables, the Goldberger-Miyazawa-Oehme sum rule, reduction of quantum field theories, Oehme-Zimmermann superconvergence relations for gauge field correlation functions, and many other contributions.",2010-10-04,Chicago|United States,German-American physicist,Werner Heisenberg,,Physics,Reinhard Oehme,male,Reinhard,,,http://en.wikipedia.org/wiki/Reinhard_Oehme,,Reinhard Oehme,German,,,Chicago,http://dbpedia.org/resource/Reinhard_Oehme,,http://dbpedia.org/data/Reinhard_Oehme.json,Mafalda Pisani,Oehme,,,,,,http://en.wikipedia.org/wiki/Reinhard_Oehme?oldid=726899198,18592503,726899198,Enrico Fermi Institute
"Revaz Dogonadze (November 21, 1931, Tbilisi – May 13, 1985, Moscow) was a notable Georgian scientist, Corresponding Member of the Georgian National Academy of Sciences (GNAS) (1982), Doctor of Physical & Mathematical Sciences (Full Doctor) (1966), Professor (1972), one of the founders of Quantum electrochemistry,",,,,1931-11-21,,Tbilisi,1931 births|1985 deaths|Chemists from Georgia (country)|Moscow State University faculty|People from Tbilisi|Physicists from Georgia (country),,,"Revaz Dogonadze (November 21, 1931, Tbilisi – May 13, 1985, Moscow) was a notable Georgian scientist, Corresponding Member of the Georgian National Academy of Sciences (GNAS) (1982), Doctor of Physical & Mathematical Sciences (Full Doctor) (1966), Professor (1972), one of the founders of Quantum electrochemistry,",1985-05-13,,Georgian scientist,,,,Revaz Dogonadze,male,,,,http://en.wikipedia.org/wiki/Revaz_Dogonadze,,Revaz Dogonadze,,,,,http://dbpedia.org/resource/Revaz_Dogonadze,,http://dbpedia.org/data/Revaz_Dogonadze.json,,,,,,,,http://en.wikipedia.org/wiki/Revaz_Dogonadze?oldid=717482967,447314,717482967,
"Riazuddin, also spelled as Riaz-Uddin (Urdu: رياض الدين;‎ 10 November 1930 – 9 September 2013), was a renowned and prominent Pakistani theoretical physicist, specialising in high-energy physics and nuclear physics. Riazuddin was one of Pakistan's top scientists and is widely known in Pakistan and abroad. Starting his scientific research in physics in 1958, Riazuddin was one of the senior scientist and considered one of the early pioneers of Pakistan's nuclear weapons development and atomic deterrence development. He was the director of the Theoretical Physics Group (TPG) of the Pakistan Atomic Energy Commission (PAEC) from 1974 until 1984. Riazuddin had remained the only pupil of Nobel laureate in Physics Abdus Salam. Riazuddin carried out his international and leading-edge research from International Centre for Theoretical Physics (ICTP), Pakistan Atomic Energy Commission (PAEC), European Organization for Nuclear Research (CERN) and Daresbury Laboratory where he published important papers in mathematics and physics. Riazuddin also played an important role in education in Pakistan, and contributed in the rise of science in Pakistan. Riazuddin authored several scientific books on particle physics and quantum mechanics. Later in his life, he joined the National University of Sciences and Technology (NUST) as a visiting professor of the theoretical physics. From 2004 until his death, he also served on the Board of Governors of Pakistan Institute of Engineering and Applied Sciences (PIEAS).",,University of the Punjab,COMSTECH|Hilal-i-Imtiaz|Khwarizmi International Award|Nishan-e-Imtiaz|Sitara-i-Imtiaz|Tamgha-e-Imtiaz|UNESCO Science Prize,1930-11-10,,Ludhiana|Presidencies and provinces of British India|Punjab Province (British India),"1930 births|2013 deaths|Albert Einstein Medal recipients|Alumni of the University of Cambridge|Fellows of Pakistan Academy of Sciences|Government College University, Lahore alumni|Muhajir people|Muslim scholars|Neutrino physicists|Pakistani academics|Pakistani Muslims|Pakistani philosophers|Pakistani physicists|Pakistani scholars|Pakistani science writers|Pakistani scientists|People associated with CERN|Philosophers of science|Project-706|Quaid-i-Azam University faculty|Recipients of Hilal-i-Imtiaz|Recipients of Nishan-e-Imtiaz|Recipients of Sitara-i-Imtiaz|Relativity theorists|Scientists from Lahore|String theorists|Theoretical physicists|University of the Punjab alumni|University of the Punjab faculty",,Pakistan,"Riazuddin, also spelled as Riaz-Uddin (Urdu: رياض الدين;‎ 10 November 1930 – 9 September 2013), was a renowned and prominent Pakistani theoretical physicist, specialising in high-energy physics and nuclear physics. Riazuddin was one of Pakistan's top scientists and is widely known in Pakistan and abroad. Starting his scientific research in physics in 1958, Riazuddin was one of the senior scientist and considered one of the early pioneers of Pakistan's nuclear weapons development and atomic deterrence development. He was the director of the Theoretical Physics Group (TPG) of the Pakistan Atomic Energy Commission (PAEC) from 1974 until 1984. Riazuddin had remained the only pupil of Nobel laureate in Physics Abdus Salam.",2013-09-09,,Pakistani nuclear physicist,Abdus Salam,,Theoretical physics,Riazuddin (physicist),male,,,,http://en.wikipedia.org/wiki/Riazuddin_(physicist),KSRF relation|Neutrino|Pakistan and weapons of mass destruction|Project-706,Riazuddin,Pakistanis,Masud Ahmad,,Islamabad|Islamabad Capital Territory,http://dbpedia.org/resource/Riazuddin_(physicist),,http://dbpedia.org/data/Riazuddin_(physicist).json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Riazuddin.jpg?width=300,http://en.wikipedia.org/wiki/Riazuddin_(physicist)?oldid=726756593,22233947,726756593,"CERN|Daresbury Laboratory|International Centre for Theoretical Physics|King Fahd University of Petroleum and Minerals|National University of Sciences and Technology (Pakistan)|Pakistan Atomic Energy Commission|Pakistan Institute of Engineering and Applied Sciences|Quaid-i-Azam University|University of Iowa|University of Maryland, College Park|University of Rochester|University of the Punjab|Virginia Tech"
"Richard Lewis Arnowitt (May 3, 1928 – June 12, 2014) was an American physicist known for his contributions to theoretical particle physics and to general relativity. Arnowitt was a Distinguished Professor (Emeritus) at Texas A&M University, where he was a member of the Department of Physics. His research interests were centered on supersymmetry and supergravity, from phenomenology (namely how to find evidence for supersymmetry at current and planned particle accelerators or in the guise of dark matter) to more theoretical questions of string and M theory. In the context of general relativity, he was best known for his development (with Stanley Deser and Charles Misner) of the ADM formalism, roughly speaking a way of describing spacetime as space evolving in time, which allows a recasting of Einstein's theory in terms of a more general formalism used in physics to describe dynamical systems, namely the Hamiltonian formalism. In the framework of that formalism, there is also a straightforward way to globally define quantities like energy or, equivalently, mass (so-called ADM mass/energy) which, in general relativity, is not trivial at all. Arnowitt was also known for his work (with Ali Chamseddine and Pran Nath) which developed the theory of supergravity grand unification (with gravity mediated breaking). This work allowed for the unification of the three forces of microscopic physics at a very high mass scale (a result subsequently indirectly verified at the CERN LEP accelerator). The simplest version, called mSUGRA, is now commonly used to search for new physics at high energy accelerators. In addition, Arnowitt's work (with Marvin Girardeau) on many body theory of liquid Helium has stimulated many applications in that field.",,Harvard University,Dannie Heineman Prize for Mathematical Physics|Guggenheim Fellowship,1928-05-03,,New York|New York City,1928 births|2014 deaths|Guggenheim Fellows|Harvard University alumni|Northeastern University|Relativity theorists|Texas A&M University faculty,,USA,"Richard Lewis Arnowitt (May 3, 1928 – June 12, 2014) was an American physicist known for his contributions to theoretical particle physics and to general relativity. Arnowitt was a Distinguished Professor (Emeritus) at Texas A&M University, where he was a member of the Department of Physics. His research interests were centered on supersymmetry and supergravity, from phenomenology (namely how to find evidence for supersymmetry at current and planned particle accelerators or in the guise of dark matter) to more theoretical questions of string and M theory.",2014-06-12,Houston,American physicist,,,Theoretical physics,Richard Arnowitt,male,Richard,,,http://en.wikipedia.org/wiki/Richard_Arnowitt,ADM formalism|Supergravity,Richard Arnowitt,,,,"College Station, Texas",http://dbpedia.org/resource/Richard_Arnowitt,,http://dbpedia.org/data/Richard_Arnowitt.json,,Arnowitt,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/RichardArnowitt2009_02.jpg?width=300,http://en.wikipedia.org/wiki/Richard_Arnowitt?oldid=737129846,10070605,737129846,Northeastern University|Texas A&M University
"Richard Chace Tolman (March 4, 1881 – September 5, 1948) was an American mathematical physicist and physical chemist who was an authority on statistical mechanics. He also made important contributions to theoretical cosmology in the years soon after Einstein's discovery of general relativity. He was a professor of physical chemistry and mathematical physics at the California Institute of Technology (Caltech).",,,,1881-03-04,,Massachusetts,"1881 births|1948 deaths|American physical chemists|American physicists|California Institute of Technology faculty|Cosmologists|Fellows of the American Academy of Arts and Sciences|Manhattan Project people|Massachusetts Institute of Technology alumni|People from Newton, Massachusetts|Relativity theorists|Theoretical physicists",,,"Richard Chace Tolman (March 4, 1881 – September 5, 1948) was an American mathematical physicist and physical chemist who was an authority on statistical mechanics. He also made important contributions to theoretical cosmology in the years soon after Einstein's discovery of general relativity. He was a professor of physical chemistry and mathematical physics at the California Institute of Technology (Caltech).",1948-09-05,"Pasadena, California",American physicist,,,,Richard C. Tolman,male,Richard,,,http://en.wikipedia.org/wiki/Richard_C._Tolman,,Richard C. Tolman,,,,,http://dbpedia.org/resource/Richard_C._Tolman,,http://dbpedia.org/data/Richard_C._Tolman.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tolman_&_Einstein.jpg?width=300,http://en.wikipedia.org/wiki/Richard_C._Tolman?oldid=724341732,1323972,724341732,
